,year_dT,year_dP,DecFeb_dT,DecFeb_dP,MarMay_dT,MarMay_dP,JunAug_dT,JunAug_dP,SepNov_dT,SepNov_dP,year_dP_var,DecFeb_dP_var,MarMay_dP_var,JunAug_dP_var,SepNov_dP_var
kace_1_0_g_ssp370_2081,6.894744873046875,7.6117753982543945,7.94732666015625,28.690600395202637,5.832611083984375,-1.1562466621398926,7.671295166015625,-22.497034072875977,6.127685546875,7.141709327697754,-0.23229455737745486,-5.957641882015463,0.8333765039346019,-5.53766278604646,5.209410000589898
kace_1_0_g_ssp585_2081,8.206268310546875,11.631917953491211,9.18133544921875,40.53294658660889,7.081024169921875,4.726612567901611,9.113494873046875,-35.76291799545288,7.448974609375,8.832061290740967,-1.7842807823161944,-2.787556918168055,-2.4768872207547754,-3.8808754144140534,5.553684917863855
kiost_esm_ssp126_2021,1.381622314453125,6.63686990737915,1.36871337890625,6.006908416748047,1.196807861328125,9.615945816040039,1.31439208984375,5.2060723304748535,1.646728515625,6.262350082397461,5.203230525141311,8.207873040009872,3.117844593867103,1.6580181498576652,-2.5748607256368627
kiost_esm_ssp245_2021,1.493804931640625,5.426025390625,1.817840576171875,5.805957317352295,1.671539306640625,4.9111008644104,1.261077880859375,9.251296520233154,1.224853515625,1.3869285583496094,3.759169678291041,2.1756941969324206,6.616140410479754,0.6005567157285396,-3.706022642181739
kiost_esm_ssp370_2021,,,,,,,,,,,,,,,
kiost_esm_ssp585_2021,,,,,,,,,,,,,,,
kiost_esm_ssp126_2041,1.8809814453125,9.11639928817749,2.262603759765625,14.000213146209717,1.588714599609375,10.381817817687988,1.880157470703125,11.632466316223145,1.79254150390625,1.483297348022461,3.194135904540496,-0.8639712005731104,3.3806042159830296,1.6629758913472514,-0.8971027976383827
kiost_esm_ssp245_2041,2.0941162109375,8.829295635223389,2.484954833984375,12.460529804229736,1.95684814453125,6.617558002471924,1.766448974609375,8.774340152740479,2.168121337890625,7.817173004150391,-2.3570243381080935,-0.5387785813398827,4.590459882899989,-1.7606053717557413,-6.733258744746806
kiost_esm_ssp370_2041,,,,,,,,,,,,,,,
kiost_esm_ssp585_2041,,,,,,,,,,,,,,,
kiost_esm_ssp126_2081,1.832855224609375,4.380178451538086,2.04864501953125,13.596165180206299,1.50885009765625,4.018199443817139,1.96954345703125,-0.8197247982025146,1.804412841796875,3.0312180519104004,7.145614599380523,5.595614534705784,8.246060156859958,5.186007253282843,0.35308760653425253
kiost_esm_ssp245_2081,2.7542724609375,9.185528755187988,3.206390380859375,10.332930088043213,2.804931640625,8.54959487915039,2.162841796875,9.976911544799805,2.842987060546875,7.935380935668945,4.490094746950346,14.17116611144098,6.902861702943519,7.312737083347254,4.910465618170012
kiost_esm_ssp370_2081,,,,,,,,,,,,,,,
kiost_esm_ssp585_2081,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp126_2021,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp245_2021,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp370_2021,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp585_2021,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp126_2041,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp245_2041,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp370_2041,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp585_2041,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp126_2081,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp245_2081,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp370_2081,,,,,,,,,,,,,,,
mcm_ua_1_0_ssp585_2081,,,,,,,,,,,,,,,
miroc6_ssp126_2021,2.08721923828125,1.699984073638916,2.6820068359375,2.6062726974487305,2.295013427734375,1.6243815422058105,1.600738525390625,-0.6197035312652588,1.77117919921875,3.395724296569824,7.410104012228658,-3.228352561052772,4.635073640218357,8.621750199084088,5.697366163637341
miroc6_ssp245_2021,1.87225341796875,5.9925079345703125,2.534210205078125,17.9110050201416,1.634674072265625,2.3764729499816895,1.735198974609375,-4.754507541656494,1.5849609375,10.345566272735596,3.8505758599717943,-4.476681268733962,-1.3893623058548354,8.825092435800785,-4.170895327151181
miroc6_ssp370_2021,1.765655517578125,3.215944766998291,2.43603515625,4.657626152038574,2.0335693359375,2.924644947052002,1.287689208984375,-3.2218217849731445,1.305419921875,8.8340163230896,6.699732994316943,-5.767719554558592,5.597500289156221,6.926779349567158,-1.9873894443931617
miroc6_ssp585_2021,1.791717529296875,7.2556376457214355,2.620941162109375,5.142104625701904,2.09478759765625,12.97447681427002,1.18701171875,3.359377384185791,1.264068603515625,8.337044715881348,3.5146480903514243,-2.29951177349218,10.208717555258096,4.894821318360321,4.216412044613649
miroc6_ssp126_2041,2.39630126953125,5.400967597961426,2.785614013671875,4.3601274490356445,2.746124267578125,8.78065824508667,1.836669921875,-1.0592937469482422,2.216705322265625,10.089683532714844,5.297339526506639,6.072056417093119,5.725282956167632,8.376727870615564,-0.4662438258893009
miroc6_ssp245_2041,2.515228271484375,4.36478853225708,3.08612060546875,3.3809661865234375,2.752105712890625,4.762840270996094,2.178375244140625,1.939225196838379,2.044281005859375,7.284069061279297,8.717738283998933,3.778081208859163,0.10772246214718617,8.432723293428301,4.586652665053181
miroc6_ssp370_2041,3.040374755859375,3.9834022521972656,3.800506591796875,8.770620822906494,3.271575927734375,-1.0040879249572754,2.40618896484375,2.5076746940612793,2.6832275390625,5.656254291534424,8.583375031465067,-1.6308676352456142,4.371051451463637,6.798972770898426,1.802644208415205
miroc6_ssp585_2041,3.0257568359375,11.404287815093994,3.571075439453125,11.437046527862549,3.499114990234375,16.640901565551758,2.38018798828125,1.8321752548217773,2.652679443359375,16.926705837249756,4.0627353426702095,2.0207329980294064,9.956975054416372,9.711657312634593,-0.7053274204958937
miroc6_ssp126_2081,2.06793212890625,0.8685708045959473,1.7989501953125,-0.398784875869751,2.445098876953125,8.263123035430908,2.021881103515625,-5.161625146865845,2.0057373046875,2.115762233734131,9.386491777699302,-2.022027630127232,5.289483070762424,5.192579492950711,-2.125632504413133
miroc6_ssp245_2081,3.477264404296875,10.52563190460205,3.98565673828125,15.569508075714111,3.8797607421875,14.40277099609375,2.829071044921875,-4.676610231399536,3.214630126953125,18.877410888671875,4.580273115073297,-2.665591064608408,2.2325774161657375,7.0846310193587,3.138078211233375
miroc6_ssp370_2081,4.422149658203125,9.17673110961914,5.540863037109375,12.451469898223877,4.585693359375,12.026727199554443,3.709381103515625,-1.1313021183013916,3.85272216796875,14.779043197631836,6.5939217951999085,1.7592575484876916,0.3718481156892439,7.047569382857022,11.244084452056825
miroc6_ssp585_2081,5.597930908203125,11.359643936157227,6.73077392578125,16.260743141174316,5.709503173828125,20.20777463912964,4.83953857421875,-10.73339581489563,5.11187744140625,22.865426540374756,5.771669673303292,8.89588347862167,11.784374770398532,9.953416913126212,4.167122895178088
miroc_es2h_ssp126_2021,,,,,,,,,,,,,,,
miroc_es2h_ssp245_2021,,,,,,,,,,,,,,,
miroc_es2h_ssp370_2021,,,,,,,,,,,,,,,
miroc_es2h_ssp585_2021,,,,,,,,,,,,,,,
miroc_es2h_ssp126_2041,,,,,,,,,,,,,,,
miroc_es2h_ssp245_2041,,,,,,,,,,,,,,,
miroc_es2h_ssp370_2041,,,,,,,,,,,,,,,
miroc_es2h_ssp585_2041,,,,,,,,,,,,,,,
miroc_es2h_ssp126_2081,,,,,,,,,,,,,,,
miroc_es2h_ssp245_2081,,,,,,,,,,,,,,,
miroc_es2h_ssp370_2081,,,,,,,,,,,,,,,
miroc_es2h_ssp585_2081,,,,,,,,,,,,,,,
miroc_es2l_ssp126_2021,2.5648193359375,13.653099536895752,3.465240478515625,19.66121196746826,2.32763671875,24.515938758850098,1.9796142578125,6.234979629516602,2.486907958984375,10.997951030731201,-4.066170458883478,-5.723669716660041,-1.5411065763425102,-1.0364740519449134,-6.755959642337428
miroc_es2l_ssp245_2021,2.6016845703125,6.645715236663818,2.881072998046875,12.371253967285156,3.19677734375,17.74650812149048,2.48846435546875,2.0457863807678223,1.8404541015625,0.5277872085571289,2.6478381779942994,-3.190465012144572,-3.5062682739615547,1.3326792604094528,0.5487737691690864
miroc_es2l_ssp370_2021,2.341522216796875,7.949066162109375,3.165008544921875,17.20970869064331,2.10565185546875,3.291201591491699,2.154388427734375,2.855813503265381,1.941192626953125,11.851799488067627,-7.343761216161271,0.2504662740989039,-6.534911923611508,2.297090485376496,-5.686520344444201
miroc_es2l_ssp585_2021,2.527374267578125,7.511138916015625,2.79388427734375,13.273417949676514,2.614959716796875,8.476531505584717,2.436248779296875,-0.8718490600585938,2.26434326171875,13.497674465179443,-5.216335183214193,-1.0800246327697938,-1.4520811911423959,2.46871172108285,-5.393755261449151
miroc_es2l_ssp126_2041,2.92999267578125,10.99691390991211,2.8857421875,15.985214710235596,3.09820556640625,19.116270542144775,2.649749755859375,1.932084560394287,3.086395263671875,13.02793025970459,-2.030107243630419,0.7624558881663024,-0.7070532215813219,-4.442923373510155,-6.368596031144325
miroc_es2l_ssp245_2041,3.6033935546875,2.856326103210449,4.17987060546875,12.48396635055542,4.29345703125,11.149036884307861,3.1934814453125,-5.225950479507446,2.746734619140625,0.6490468978881836,-2.0476094486631125,-2.305932725944293,-0.5121993180109197,5.473855331587951,8.722318680113528
miroc_es2l_ssp370_2041,3.408233642578125,1.5083074569702148,3.768035888671875,16.145014762878418,3.550140380859375,7.831025123596191,3.746185302734375,-13.47549557685852,2.5684814453125,6.103408336639404,5.7351006876672495,1.5294339908811017,-1.7020087680575502,7.661454286749603,3.534680520311251
miroc_es2l_ssp585_2041,4.224578857421875,10.921478271484375,4.88421630859375,21.35019302368164,4.492828369140625,18.23216676712036,3.600341796875,-0.05504488945007324,3.920989990234375,12.495017051696777,-0.590113019150329,-1.8936185011834694,0.9990865649611269,1.375806205169816,-1.6472127160715222
miroc_es2l_ssp126_2081,2.524658203125,9.660947322845459,2.761627197265625,19.861233234405518,3.06787109375,11.219596862792969,2.432464599609375,6.6950201988220215,1.83673095703125,5.77472448348999,-1.3081482404337597,3.4447189438252757,-1.6072816086132646,-5.1805903520420475,1.9075834799165525
miroc_es2l_ssp245_2081,4.28289794921875,7.98259973526001,4.7901611328125,29.97030019760132,4.19464111328125,22.257256507873535,4.391265869140625,-18.026435375213623,3.7554931640625,15.663599967956543,1.6044963287188185,-0.7579473246121182,-5.199303160994894,22.016756265281767,1.1192979107943035
miroc_es2l_ssp370_2081,5.35797119140625,13.133597373962402,5.6923828125,24.342596530914307,5.800262451171875,15.407788753509521,5.46142578125,-0.4488706588745117,4.47796630859375,21.137714385986328,3.811674108762819,9.7977249354668,0.1740446894433756,10.13528023505712,0.055609365735120875
miroc_es2l_ssp585_2081,6.372650146484375,16.290664672851562,6.835723876953125,31.808793544769287,6.62542724609375,14.50202465057373,5.94476318359375,-3.7778496742248535,6.084808349609375,32.568418979644775,0.5129385360746364,5.627386897429121,5.484677389993187,13.416971121704657,0.05379007314743056
mpi_esm_1_2_ham_ssp126_2021,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp245_2021,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp370_2021,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp585_2021,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp126_2041,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp245_2041,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp370_2041,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp585_2041,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp126_2081,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp245_2081,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp370_2081,,,,,,,,,,,,,,,
mpi_esm_1_2_ham_ssp585_2081,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp126_2021,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp245_2021,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp370_2021,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp585_2021,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp126_2041,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp245_2041,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp370_2041,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp585_2041,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp126_2081,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp245_2081,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp370_2081,,,,,,,,,,,,,,,
mpi_esm1_2_hr_ssp585_2081,,,,,,,,,,,,,,,
mpi_esm1_2_lr_ssp126_2021,1.8533935546875,5.126845836639404,2.291351318359375,7.199501991271973,1.82513427734375,1.719343662261963,1.46612548828125,5.58542013168335,1.830963134765625,5.668294429779053,-0.9907941144159826,1.3167716669976182,-6.094834385474734,0.10423780261283877,-7.063733945602834
mpi_esm1_2_lr_ssp245_2021,1.821563720703125,4.525792598724365,2.010345458984375,4.915320873260498,1.4365234375,10.639572143554688,1.388671875,0.857245922088623,2.45074462890625,3.137814998626709,-0.21223823496744343,3.5841298041050074,1.5613534295402687,-3.5451101777392635,-1.3685456115498429
mpi_esm1_2_lr_ssp370_2021,1.95111083984375,-0.317227840423584,1.75006103515625,-0.2675771713256836,1.8529052734375,8.14582109451294,1.84942626953125,-6.383603811264038,2.352081298828125,-0.6876647472381592,0.9316039131901377,6.473858802330046,-5.710984628044891,1.441217384167115,-1.566775075283644
mpi_esm1_2_lr_ssp585_2021,1.634979248046875,4.732930660247803,1.55755615234375,3.20279598236084,1.573974609375,17.295396327972412,1.50103759765625,2.108001708984375,1.907501220703125,-1.6140937805175781,-0.008249823760675401,8.737674628860749,-9.872345481113554,-2.235941313327172,1.907316988132357
mpi_esm1_2_lr_ssp126_2041,2.120819091796875,-0.9507954120635986,2.065460205078125,3.376448154449463,2.199737548828125,8.75316858291626,2.0677490234375,-11.26132607460022,2.150390625,-1.3599395751953125,-4.580650871406034,5.450598558713793,-8.875210679417211,-3.0206622962427376,-8.082991870224742
mpi_esm1_2_lr_ssp245_2041,2.3175048828125,1.3920187950134277,2.593841552734375,9.724080562591553,2.280914306640625,5.40919303894043,2.085205078125,1.0513067245483398,2.31005859375,-9.007471799850464,3.648389831268828,8.945980643614849,-2.3558003309911313,2.750076596947215,5.061129127862807
mpi_esm1_2_lr_ssp370_2041,2.51885986328125,9.62684154510498,2.8272705078125,10.555410385131836,2.355743408203125,16.96387529373169,2.174652099609375,2.4271726608276367,2.717742919921875,10.716915130615234,0.31928816948259,0.5820249882877881,-3.156858408582608,3.009010525675926,-4.840283462806161
mpi_esm1_2_lr_ssp585_2041,2.498748779296875,3.7432193756103516,2.55670166015625,5.790901184082031,2.33526611328125,16.31549596786499,2.166961669921875,-0.45526623725891113,2.936004638671875,-3.998231887817383,1.672354342460869,-2.951236623057807,-4.830078898987955,4.99797921294125,0.5820361017387254
mpi_esm1_2_lr_ssp126_2081,1.91351318359375,2.0363807678222656,2.03192138671875,0.9357929229736328,1.9512939453125,8.248603343963623,1.591094970703125,4.323434829711914,2.079833984375,-4.853057861328125,0.47059436874694605,3.3835127926738817,-6.019035819984541,1.8358333606355082,-5.542066560385606
mpi_esm1_2_lr_ssp245_2081,2.983642578125,3.9310574531555176,3.818817138671875,15.51675796508789,2.72998046875,1.8412351608276367,2.51519775390625,-3.672027587890625,2.870635986328125,4.053962230682373,1.4100875992206774,1.4427074216930347,-1.1904916113985697,3.8475537615027866,-3.0205486072288346
mpi_esm1_2_lr_ssp370_2081,4.36993408203125,7.1291327476501465,5.366180419921875,25.514650344848633,3.637725830078125,16.718459129333496,4.090850830078125,-9.830999374389648,4.385101318359375,1.8989086151123047,1.210705388606459,4.225546185390061,-5.696502337090925,4.207155221311143,4.9394229574569515
mpi_esm1_2_lr_ssp585_2081,5.23394775390625,-0.4673123359680176,6.266845703125,18.140888214111328,4.724365234375,15.556371212005615,4.544219970703125,-15.251535177230835,5.40032958984375,-13.820850849151611,5.399729554961641,12.674435777593374,3.842568144012337,12.04096909572836,0.01625019800899352
mri_esm2_0_ssp126_2021,1.617401123046875,7.395124435424805,1.122894287109375,1.532292366027832,1.79443359375,13.935720920562744,1.647918701171875,8.790266513824463,1.90435791015625,5.43825626373291,3.867201009285992,4.0916611082926435,-4.372183837734456,-4.971816619973069,2.6415091734978358
mri_esm2_0_ssp245_2021,1.751708984375,5.565941333770752,1.56396484375,1.5636563301086426,1.772674560546875,5.1348090171813965,1.7501220703125,6.703555583953857,1.91998291015625,8.00246000289917,3.670447415725553,-0.8745230882508337,-0.49727545010159746,-4.899809715458614,-1.3457158906166056
mri_esm2_0_ssp370_2021,1.638427734375,6.545865535736084,1.701904296875,5.292344093322754,1.844207763671875,9.45049524307251,1.427093505859375,6.291687488555908,1.580413818359375,5.560696125030518,3.074499241054829,0.6516394779337631,2.82516709654137,-3.34570123307969,-0.28927534334964866
mri_esm2_0_ssp585_2021,2.083892822265625,4.104197025299072,1.666168212890625,1.8181204795837402,2.470977783203125,9.463024139404297,1.843902587890625,0.9207963943481445,2.354461669921875,5.516636371612549,5.243912081789337,1.5581088173457491,0.7849408369782207,-8.937022060254984,0.807515725687602
mri_esm2_0_ssp126_2041,1.71246337890625,7.559680938720703,1.744659423828125,6.30875825881958,1.760986328125,10.908973217010498,1.591339111328125,8.049297332763672,1.752593994140625,5.318212509155273,1.4626740880778755,4.244689353194819,2.4507799936923647,-4.807753368822077,1.3291335163096774
mri_esm2_0_ssp245_2041,2.2178955078125,6.714773178100586,2.178131103515625,6.9319963455200195,2.29522705078125,12.375736236572266,1.924530029296875,2.102494239807129,2.47357177734375,7.436370849609375,2.0318512530142607,2.842509794044079,-0.5721035001989394,-2.596728675077964,0.3860694712843671
mri_esm2_0_ssp370_2041,2.35638427734375,10.093379020690918,2.714752197265625,10.831809043884277,2.178070068359375,23.530125617980957,2.06561279296875,3.6018848419189453,2.467010498046875,6.274259090423584,3.3651534935578375,7.39748905544706,-4.2577493443081815,0.113119692465391,-0.258211859386559
mri_esm2_0_ssp585_2041,2.646942138671875,6.4591288566589355,2.332489013671875,5.015718936920166,2.5760498046875,9.401297569274902,2.896270751953125,1.2662291526794434,2.782867431640625,11.525225639343262,8.525653525279232,10.388051278110044,1.0005829512555575,-2.3145741714099333,1.9153253757940192
mri_esm2_0_ssp126_2081,0.91522216796875,5.253934860229492,0.08184814453125,1.5301704406738281,0.8236083984375,10.22958755493164,1.225128173828125,1.043379306793213,1.5301513671875,9.448480606079102,0.7864868734269725,5.9540699946944775,1.384391454055578,1.8502949077021436,-0.545791326953915
mri_esm2_0_ssp245_2081,2.24090576171875,9.824895858764648,1.872802734375,13.58041763305664,2.29705810546875,12.443172931671143,2.580596923828125,-1.0416507720947266,2.21319580078125,17.47523546218872,7.194216309103019,2.8265634593285904,0.002691165948287555,4.763693382896617,-1.308948099142082
mri_esm2_0_ssp370_2081,3.22161865234375,14.822030067443848,3.49798583984375,15.76317548751831,3.03778076171875,18.388724327087402,3.015350341796875,9.044206142425537,3.33526611328125,18.02523136138916,4.671198116567843,3.122483977440371,3.7724291930222753,0.8070471456795403,1.09843966152261
mri_esm2_0_ssp585_2081,3.982330322265625,10.841739177703857,4.699432373046875,13.571667671203613,3.486846923828125,14.622843265533447,3.5101318359375,1.0944366455078125,4.23284912109375,17.085742950439453,7.1530293094657305,11.59042746548451,0.5704393098186822,2.4829218081967808,4.826731778234206
nesm3_ssp126_2021,,,,,,,,,,,,,,,
nesm3_ssp245_2021,1.9449462890625,6.143319606781006,1.822662353515625,6.8320512771606445,1.4560546875,8.955347537994385,2.085357666015625,5.520510673522949,2.41571044921875,3.9724349975585938,2.0818499935307377,4.376805659423133,-2.23633098067757,-3.9145406818079986,5.971891854165334
nesm3_ssp370_2021,,,,,,,,,,,,,,,
nesm3_ssp585_2021,2.769073486328125,-0.2864837646484375,2.634368896484375,8.398997783660889,2.36993408203125,1.6538143157958984,2.739227294921875,-3.351747989654541,3.332763671875,-5.370426177978516,2.7177216319942854,-5.904133173079417,3.0382364170628895,1.4165765129305452,7.240784222986174
nesm3_ssp126_2041,,,,,,,,,,,,,,,
nesm3_ssp245_2041,2.642303466796875,7.173645496368408,2.721038818359375,13.426017761230469,2.633880615234375,9.031116962432861,2.516937255859375,1.9510626792907715,2.697296142578125,6.414687633514404,4.4905252768917325,3.8515363492444887,4.916667114836115,3.2251182482930796,-0.40494047847264847
nesm3_ssp370_2041,,,,,,,,,,,,,,,
nesm3_ssp585_2041,3.401611328125,13.619565963745117,3.534576416015625,17.120361328125,2.827178955078125,28.79122495651245,3.5733642578125,3.588724136352539,3.67132568359375,9.327936172485352,5.082848753990987,14.164352028253324,0.27514219226560943,-0.5097259856631009,11.116003055611646
nesm3_ssp126_2081,,,,,,,,,,,,,,,
nesm3_ssp245_2081,3.525634765625,8.011698722839355,3.2501220703125,15.084648132324219,3.6539306640625,10.654890537261963,3.12518310546875,5.859899520874023,4.0733642578125,2.625107765197754,2.1945124820022865,6.324071524753716,6.248113143542033,-2.1033761459855027,3.851796873878066
nesm3_ssp370_2081,,,,,,,,,,,,,,,
nesm3_ssp585_2081,6.515350341796875,8.287227153778076,6.587371826171875,25.26184320449829,5.910675048828125,31.022274494171143,6.68060302734375,-11.997342109680176,6.8829345703125,-1.6488134860992432,3.3086164102546167,16.75231207781016,-0.5284857365007611,-0.3542054611125778,5.304822701305922
norcpm1_ssp126_2021,,,,,,,,,,,,,,,
norcpm1_ssp245_2021,,,,,,,,,,,,,,,
norcpm1_ssp370_2021,,,,,,,,,,,,,,,
norcpm1_ssp585_2021,,,,,,,,,,,,,,,
norcpm1_ssp126_2041,,,,,,,,,,,,,,,
norcpm1_ssp245_2041,,,,,,,,,,,,,,,
norcpm1_ssp370_2041,,,,,,,,,,,,,,,
norcpm1_ssp585_2041,,,,,,,,,,,,,,,
norcpm1_ssp126_2081,,,,,,,,,,,,,,,
norcpm1_ssp245_2081,,,,,,,,,,,,,,,
norcpm1_ssp370_2081,,,,,,,,,,,,,,,
norcpm1_ssp585_2081,,,,,,,,,,,,,,,
noresm2_lm_ssp126_2021,,,,,,,,,,,,,,,
noresm2_lm_ssp245_2021,,,,,,,,,,,,,,,
noresm2_lm_ssp370_2021,,,,,,,,,,,,,,,
noresm2_lm_ssp585_2021,,,,,,,,,,,,,,,
noresm2_lm_ssp126_2041,,,,,,,,,,,,,,,
noresm2_lm_ssp245_2041,,,,,,,,,,,,,,,
noresm2_lm_ssp370_2041,,,,,,,,,,,,,,,
noresm2_lm_ssp585_2041,,,,,,,,,,,,,,,
noresm2_lm_ssp126_2081,,,,,,,,,,,,,,,
noresm2_lm_ssp245_2081,,,,,,,,,,,,,,,
noresm2_lm_ssp370_2081,,,,,,,,,,,,,,,
noresm2_lm_ssp585_2081,,,,,,,,,,,,,,,
noresm2_mm_ssp126_2021,1.679901123046875,2.0401597023010254,1.69927978515625,4.197096824645996,1.3116455078125,6.458437442779541,2.04425048828125,-7.6299309730529785,1.664337158203125,6.707572937011719,0.23142332364158857,5.659053193293495,0.9846423629064294,6.0657115425129415,5.1501736149776045
noresm2_mm_ssp245_2021,1.495513916015625,6.419229507446289,1.837432861328125,12.733805179595947,0.742767333984375,7.8632354736328125,2.009918212890625,-3.8553237915039062,1.391876220703125,10.348761081695557,4.713094900882853,-3.1977251014850383,10.613087967684454,10.517743503084166,6.8231015686959
noresm2_mm_ssp370_2021,1.199188232421875,5.957937240600586,1.308380126953125,6.747686862945557,0.761444091796875,9.514367580413818,1.445343017578125,3.2113194465637207,1.281402587890625,5.121243000030518,-2.018794628257492,3.610685529980895,-2.3503526798187346,3.1022843981845627,0.7857001499850025
noresm2_mm_ssp585_2021,1.924896240234375,2.35978364944458,1.7589111328125,8.041775226593018,1.59307861328125,5.7389140129089355,2.74835205078125,-16.85628890991211,1.59912109375,14.977812767028809,-3.0777934512793204,1.8921609929074767,-3.9973092228567597,9.21452427250562,-0.5508894945211673
noresm2_mm_ssp126_2041,2.03424072265625,0.9620428085327148,2.041595458984375,6.955993175506592,1.8321533203125,5.958712100982666,2.5941162109375,-9.286457300186157,1.66912841796875,2.092921733856201,-0.9067635497016391,1.0768467919671787,6.011974989796043,7.83749631192876,2.8590041720439885
noresm2_mm_ssp245_2041,2.272125244140625,-2.1303117275238037,2.02947998046875,6.848466396331787,2.100860595703125,3.9295077323913574,3.06658935546875,-21.377933025360107,1.891448974609375,5.0499796867370605,-1.721304469532925,4.395589654533505,-2.260150514826964,3.914501520817115,4.353904480761184
noresm2_mm_ssp370_2041,2.341888427734375,-1.739436388015747,1.999908447265625,8.427917957305908,2.361236572265625,-2.443993091583252,2.980194091796875,-11.968576908111572,2.026092529296875,0.31909942626953125,4.162985183983903,8.237010453375948,11.493784602382062,4.576676591913387,6.309659735700501
noresm2_mm_ssp585_2041,2.813140869140625,-1.1174440383911133,3.025390625,19.65799331665039,1.81610107421875,0.40056705474853516,3.848724365234375,-22.074556350708008,2.562164306640625,0.5881309509277344,0.7552372338340163,-0.1684292530656606,0.49501312015003407,6.921661179737848,6.460090749412872
noresm2_mm_ssp126_2081,1.72479248046875,0.9751558303833008,1.281219482421875,8.787572383880615,1.1396484375,10.270452499389648,2.8319091796875,-15.66016674041748,1.646209716796875,3.6167383193969727,-0.43883440531743423,4.857957473455277,-0.08511092142547971,8.108879673338087,7.3011221618101585
noresm2_mm_ssp245_2081,2.895416259765625,0.2835273742675781,3.021514892578125,11.609816551208496,2.576385498046875,12.57997751235962,3.73211669921875,-23.6841082572937,2.251434326171875,4.971349239349365,0.4805271741136652,2.778579816524185,1.1845591130051236,11.046369763762565,4.780407036370282
noresm2_mm_ssp370_2081,4.422882080078125,0.7097721099853516,5.05682373046875,22.34673500061035,3.654571533203125,8.378338813781738,4.974822998046875,-22.1483051776886,4.00518798828125,-1.6594946384429932,1.29014988367524,6.914365009377144,-1.3006782851959997,8.660673466447433,18.363318024804265
noresm2_mm_ssp585_2081,5.08135986328125,-1.0801374912261963,5.19879150390625,27.745723724365234,3.903717041015625,4.949808120727539,6.3492431640625,-30.075716972351074,4.873626708984375,-2.201509475708008,5.94180243580531,6.17054211654231,15.374511560146908,9.242729078181,12.729863492381366
sam0_unicon_ssp126_2021,,,,,,,,,,,,,,,
sam0_unicon_ssp245_2021,,,,,,,,,,,,,,,
sam0_unicon_ssp370_2021,,,,,,,,,,,,,,,
sam0_unicon_ssp585_2021,,,,,,,,,,,,,,,
sam0_unicon_ssp126_2041,,,,,,,,,,,,,,,
sam0_unicon_ssp245_2041,,,,,,,,,,,,,,,
sam0_unicon_ssp370_2041,,,,,,,,,,,,,,,
sam0_unicon_ssp585_2041,,,,,,,,,,,,,,,
sam0_unicon_ssp126_2081,,,,,,,,,,,,,,,
sam0_unicon_ssp245_2081,,,,,,,,,,,,,,,
sam0_unicon_ssp370_2081,,,,,,,,,,,,,,,
sam0_unicon_ssp585_2081,,,,,,,,,,,,,,,
taiesm1_ssp126_2021,,,,,,,,,,,,,,,
taiesm1_ssp245_2021,,,,,,,,,,,,,,,
taiesm1_ssp370_2021,,,,,,,,,,,,,,,
taiesm1_ssp585_2021,1.982940673828125,2.493584156036377,1.3890380859375,17.7740216255188,1.886444091796875,-4.845297336578369,2.83221435546875,-7.202672958374023,1.8240966796875,2.743208408355713,-1.1884928063696676,-3.0176063232431827,4.18770910263353,6.267291204364245,0.18766933423481902
taiesm1_ssp126_2041,,,,,,,,,,,,,,,
taiesm1_ssp245_2041,,,,,,,,,,,,,,,
taiesm1_ssp370_2041,,,,,,,,,,,,,,,
