,year_dT,year_dP,DecFeb_dT,DecFeb_dP,MarMay_dT,MarMay_dP,JunAug_dT,JunAug_dP,SepNov_dT,SepNov_dP,year_dP_var,DecFeb_dP_var,MarMay_dP_var,JunAug_dP_var,SepNov_dP_var
cmcc_cm2_sr5_ssp585_2081,7.05084228515625,6.2705278396606445,7.0682373046875,40.8267617225647,6.143829345703125,19.143176078796387,8.191925048828125,-26.81405544281006,6.79925537109375,-1.927119493484497,1.31948660683745,1.752487645686318,0.7910292738305902,0.38112597652986135,10.495753671047003
cmcc_esm2_ssp126_2021,1.2545166015625,-0.23059844970703125,1.12548828125,6.413364410400391,1.119873046875,3.6345362663269043,1.777679443359375,-11.329227685928345,0.99505615234375,1.7414331436157227,5.517074021961599,1.1669961425667452,-0.165159785862945,9.349126353055448,5.942522483650481
cmcc_esm2_ssp245_2021,1.1629638671875,7.868289947509766,1.01397705078125,11.479413509368896,1.048187255859375,10.017013549804688,1.353515625,-0.4857778549194336,1.236175537109375,11.330735683441162,1.6655315993842956,-11.214330794648275,-1.4645853880130066,12.31575261947726,1.9941718502184624
cmcc_esm2_ssp370_2021,,,,,,,,,,,,,,,
cmcc_esm2_ssp585_2021,1.295654296875,-1.6592562198638916,0.8350830078125,8.891820907592773,0.9559326171875,-0.6265401840209961,1.666839599609375,-16.435295343399048,1.724639892578125,2.4994969367980957,4.35778259350772,-2.707284089971451,7.059645311059026,10.483655624406563,3.7501163151433703
cmcc_esm2_ssp126_2041,2.425933837890625,8.788776397705078,2.188812255859375,11.015021800994873,2.43280029296875,13.693380355834961,2.588714599609375,-4.951465129852295,2.4932861328125,17.097628116607666,2.7618077522547857,-1.518559953691656,-1.3203080545138857,4.848151750819896,2.5046592776534427
cmcc_esm2_ssp245_2041,3.110504150390625,7.5675368309021,3.064910888671875,16.167569160461426,2.753326416015625,19.11388635635376,3.61090087890625,-6.998753547668457,3.012664794921875,5.193948745727539,1.242101765586101,-4.976842206828125,-2.3943232324895702,8.262409967635431,2.70566857750838
cmcc_esm2_ssp370_2041,,,,,,,,,,,,,,,
cmcc_esm2_ssp585_2041,2.998626708984375,-0.8276522159576416,2.86798095703125,14.738821983337402,2.704437255859375,2.3122549057006836,3.6448974609375,-26.685607433319092,2.777191162109375,8.283627033233643,4.152619292995929,0.2496067558777959,-2.2285174414100384,6.78937808386193,12.184641522977358
cmcc_esm2_ssp126_2081,4.4700927734375,10.718536376953125,4.299530029296875,14.864253997802734,4.188812255859375,26.111745834350586,5.21807861328125,-2.3135483264923096,4.17401123046875,8.14729928970337,-0.056474311418031053,-1.0663877295752577,-2.260610117912598,1.9040624417296481,10.132615439915327
cmcc_esm2_ssp245_2081,5.31884765625,5.6343913078308105,5.13812255859375,25.087928771972656,4.97955322265625,21.66961431503296,6.045074462890625,-23.44074249267578,5.11260986328125,4.1269659996032715,-0.597325420640582,0.7725541526244939,-1.0553482282178228,6.459608483032309,8.738232794057055
cmcc_esm2_ssp370_2081,,,,,,,,,,,,,,,
cmcc_esm2_ssp585_2081,6.56866455078125,11.383330821990967,6.797332763671875,39.434969425201416,5.7196044921875,27.948880195617676,7.3326416015625,-25.93156099319458,6.4251708984375,9.533488750457764,-0.9612568791282805,-5.902608798838738,1.758760297164419,11.894245870091847,8.578811477058125
cnrm_cm6_1_ssp126_2021,2.111175537109375,4.351627826690674,2.61260986328125,11.073482036590576,1.929107666015625,5.6435465812683105,2.108612060546875,-2.624303102493286,1.79412841796875,4.001033306121826,-2.0717349796716356,-0.9036343762893528,2.023734097149532,-2.261291162010226,-1.7004502039688396
cnrm_cm6_1_ssp245_2021,1.64971923828125,2.1344661712646484,2.155303955078125,0.7020473480224609,1.282196044921875,5.096530914306641,1.86962890625,-3.482598066329956,1.291656494140625,5.803513526916504,-1.5804374145552469,-4.817241202581746,3.5867581045550434,-1.5353846840586494,-7.381940811046228
cnrm_cm6_1_ssp370_2021,1.26031494140625,10.730814933776855,1.80145263671875,13.909626007080078,1.1707763671875,11.964619159698486,0.9840087890625,10.572099685668945,1.08477783203125,7.217609882354736,-3.4350171630247006,-5.8602179091499895,-0.03527680663968358,-0.5125908641515298,0.22486611769467757
cnrm_cm6_1_ssp585_2021,1.770477294921875,1.377427577972412,1.66925048828125,10.679101943969727,1.62420654296875,4.334473609924316,2.064239501953125,-12.296396493911743,1.724090576171875,3.4942626953125,-2.212183289955161,0.4263507799462385,6.426041991852172,2.955150931928996,-5.433170539854649
cnrm_cm6_1_ssp126_2041,1.962646484375,10.161519050598145,2.166778564453125,15.724027156829834,1.50115966796875,13.315343856811523,1.90936279296875,4.723727703094482,2.273101806640625,7.786405086517334,-3.748296309388177,-10.786000785179128,4.661983472856823,-3.241986156386112,-5.201786104188367
cnrm_cm6_1_ssp245_2041,2.070098876953125,4.0654778480529785,1.946136474609375,8.310580253601074,1.535064697265625,8.737695217132568,2.818572998046875,-10.811102390289307,1.98065185546875,9.926295280456543,-2.2609947980473666,-4.301008254835459,1.346966434908814,3.2479635437890897,-1.6733996748508284
cnrm_cm6_1_ssp370_2041,2.860137939453125,8.642935752868652,4.14764404296875,21.229994297027588,2.444488525390625,7.9070210456848145,2.529449462890625,2.737438678741455,2.318756103515625,4.273474216461182,0.15237720292795576,-1.3683408632080507,1.5923634021843824,-0.48454809156328604,4.99074955168799
cnrm_cm6_1_ssp585_2041,2.720733642578125,9.786629676818848,3.004791259765625,21.855127811431885,2.02978515625,9.505748748779297,3.06036376953125,-4.838776588439941,2.787811279296875,13.26608657836914,-5.665151671601187,-8.023128458042084,5.254772309313105,2.418086971898603,-9.264987562794836
cnrm_cm6_1_ssp126_2081,2.005706787109375,5.760514736175537,2.113677978515625,13.894832134246826,1.648834228515625,10.798096656799316,2.222412109375,-4.223352670669556,2.03765869140625,3.7438511848449707,-2.765145402089031,1.5189922409494017,4.698697477597524,1.4066642134092477,-1.439194120669307
cnrm_cm6_1_ssp245_2081,3.215484619140625,7.750511169433594,3.45697021484375,13.422906398773193,2.3414306640625,8.346879482269287,4.000457763671875,6.411504745483398,3.06304931640625,3.801894187927246,2.270661619834069,-0.07496655978282973,1.6168932773424238,0.17786277318132537,-2.368633227190675
cnrm_cm6_1_ssp370_2081,4.958648681640625,16.04619026184082,5.840911865234375,34.7905158996582,4.056427001953125,15.471184253692627,5.087738037109375,3.2407283782958984,4.849334716796875,12.688004970550537,-1.1118048555567084,-1.6809090386537884,7.823571360575099,3.6940219433546417,-0.25228240768957466
cnrm_cm6_1_ssp585_2081,6.4222412109375,19.96215581893921,7.42938232421875,43.305790424346924,5.385162353515625,21.551966667175293,6.768463134765625,-8.059042692184448,6.10577392578125,24.625742435455322,-1.020968618688478,-4.21691553235174,3.5751390576187037,3.485732541657849,-2.934149444617573
cnrm_cm6_1_hr_ssp126_2021,1.922698974609375,7.4968695640563965,2.671875,13.878250122070312,1.496337890625,13.80150318145752,1.61224365234375,7.805216312408447,1.910675048828125,-2.820521593093872,-1.3141905256494613,0.8937328557294677,4.198979857765406,-3.13807103770144,1.7015522176810238
cnrm_cm6_1_hr_ssp245_2021,,,,,,,,,,,,,,,
cnrm_cm6_1_hr_ssp370_2021,,,,,,,,,,,,,,,
cnrm_cm6_1_hr_ssp585_2021,2.076995849609375,4.405069351196289,2.918731689453125,8.8675856590271,1.880157470703125,7.7255964279174805,1.660430908203125,10.333406925201416,1.848968505859375,-7.064372301101685,0.7726263029823155,-3.052779241946735,2.281438024514304,-2.92208823521547,3.5556823997542564
cnrm_cm6_1_hr_ssp126_2041,2.60467529296875,16.33756160736084,4.258453369140625,19.81513500213623,2.270172119140625,19.43657398223877,1.83001708984375,21.59980535507202,2.06036376953125,6.40188455581665,-0.9419064536470234,-2.505390258306972,-1.9343231012959095,-1.8679238917484353,4.12550619327825
cnrm_cm6_1_hr_ssp245_2041,,,,,,,,,,,,,,,
cnrm_cm6_1_hr_ssp370_2041,,,,,,,,,,,,,,,
cnrm_cm6_1_hr_ssp585_2041,3.427734375,12.336373329162598,4.668670654296875,20.99968194961548,3.39117431640625,12.999868392944336,2.722137451171875,9.398376941680908,2.92913818359375,7.8232526779174805,0.34025542448905544,5.068699864251602,3.0589067724339447,4.225959631951048,4.340384629308858
cnrm_cm6_1_hr_ssp126_2081,3.189453125,7.74456262588501,4.2161865234375,16.804635524749756,2.8194580078125,22.01775312423706,2.945159912109375,0.015103816986083984,2.777313232421875,-3.907519578933716,-0.7555102792823787,-1.2622220309054244,-2.7023549329324603,1.601108514633398,6.394421669151673
cnrm_cm6_1_hr_ssp245_2081,,,,,,,,,,,,,,,
cnrm_cm6_1_hr_ssp370_2081,,,,,,,,,,,,,,,
cnrm_cm6_1_hr_ssp585_2081,6.205352783203125,22.474682331085205,7.60101318359375,34.14762020111084,5.327850341796875,28.384172916412354,6.059600830078125,11.28455400466919,5.8331298828125,18.79822015762329,-0.9958333133259667,-1.8789818998699248,3.811055424604093,3.953891913535479,7.128496279471319
cnrm_esm2_1_ssp126_2021,1.40924072265625,1.9944429397583008,0.92919921875,6.0607075691223145,1.439361572265625,5.2252888679504395,1.83538818359375,-7.842797040939331,1.433258056640625,4.684162139892578,5.994705848629467,5.480285768989135,6.745587806851905,0.3315540756607005,-1.0922522214952268
cnrm_esm2_1_ssp245_2021,1.7591552734375,5.215632915496826,2.101165771484375,20.559334754943848,1.526824951171875,5.397915840148926,1.57086181640625,-3.589785099029541,1.83795166015625,0.48034191131591797,2.023528664277552,-5.565199920396957,1.049460175305894,-1.8829546449316226,0.548788717062032
cnrm_esm2_1_ssp370_2021,1.661590576171875,7.297778129577637,2.09991455078125,12.982189655303955,1.50347900390625,9.222102165222168,1.605743408203125,2.5580525398254395,1.437408447265625,5.299615859985352,4.801314434588311,-6.093498524216468,-2.270882506711569,0.6395081566974214,-4.843461617805255
cnrm_esm2_1_ssp585_2021,2.348236083984375,11.551988124847412,3.207794189453125,24.259591102600098,2.3743896484375,13.644182682037354,1.6494140625,4.686486721038818,2.16156005859375,5.6447625160217285,-0.4656876023061751,-5.915138622194149,-0.529767392030378,-5.523208301245686,-1.5322264697823051
cnrm_esm2_1_ssp126_2041,1.314971923828125,8.70828628540039,1.3426513671875,16.928648948669434,1.202972412109375,0.4019021987915039,1.42999267578125,4.354548454284668,1.284454345703125,12.8251314163208,3.358154182394202,-1.5724579334861821,2.724196719616301,-0.2411158831438942,-7.487692074991381
cnrm_esm2_1_ssp245_2041,2.17425537109375,15.646517276763916,2.7694091796875,28.213810920715332,1.991607666015625,13.601768016815186,1.8388671875,9.544050693511963,2.097259521484375,12.614750862121582,3.8084038489360816,-7.645268480198797,-0.050678468891141026,-0.18625898005472097,-4.064373100592267
cnrm_esm2_1_ssp370_2041,2.379180908203125,6.148970127105713,2.492523193359375,12.67237663269043,2.468841552734375,8.667171001434326,2.564544677734375,-3.563249111175537,1.990997314453125,7.3487043380737305,0.13200405029285545,-1.7309503768903722,-1.108685155734268,1.3695313338053516,-6.8421455750658495
cnrm_esm2_1_ssp585_2041,2.617889404296875,10.593032836914062,3.07476806640625,19.176006317138672,2.5909423828125,21.720409393310547,2.4305419921875,-2.5251805782318115,2.375396728515625,5.98604679107666,2.441361217031024,-2.015017570961375,-0.24879353086583178,1.7538115127538,1.6175952052951192
cnrm_esm2_1_ssp126_2081,2.2325439453125,10.092568397521973,3.074859619140625,16.792309284210205,2.346527099609375,14.63996171951294,1.833892822265625,7.69573450088501,1.675018310546875,3.0471444129943848,5.286839011401057,-4.161279094246229,-0.09048609154795884,4.5092468814097675,-2.778110135361611
cnrm_esm2_1_ssp245_2081,3.53863525390625,11.427664756774902,3.385650634765625,21.90403938293457,4.081817626953125,6.541550159454346,3.23577880859375,3.6157846450805664,3.45135498046875,13.931310176849365,7.023521387391729,5.898499238614341,3.5172645899068433,0.353577852633169,1.163954757807284
cnrm_esm2_1_ssp370_2081,4.716094970703125,22.50814437866211,5.511474609375,34.425199031829834,4.48284912109375,16.93936586380005,4.17333984375,23.11311960220337,4.696746826171875,17.03561544418335,0.4971614198338026,0.8260095832620218,0.2888889384737636,2.8640735234379155,3.309390960857894
cnrm_esm2_1_ssp585_2081,5.997222900390625,18.071448802947998,6.55450439453125,34.26998853683472,5.2930908203125,28.788316249847412,5.876861572265625,0.16236305236816406,6.2645263671875,11.89892292022705,1.825478125790858,2.6855312914900065,1.6871061965126666,5.94054221597895,3.420851951953452
e3sm_1_0_ssp126_2021,,,,,,,,,,,,,,,
e3sm_1_0_ssp245_2021,,,,,,,,,,,,,,,
e3sm_1_0_ssp370_2021,,,,,,,,,,,,,,,
e3sm_1_0_ssp585_2021,,,,,,,,,,,,,,,
e3sm_1_0_ssp126_2041,,,,,,,,,,,,,,,
e3sm_1_0_ssp245_2041,,,,,,,,,,,,,,,
e3sm_1_0_ssp370_2041,,,,,,,,,,,,,,,
e3sm_1_0_ssp585_2041,,,,,,,,,,,,,,,
e3sm_1_0_ssp126_2081,,,,,,,,,,,,,,,
e3sm_1_0_ssp245_2081,,,,,,,,,,,,,,,
e3sm_1_0_ssp370_2081,,,,,,,,,,,,,,,
e3sm_1_0_ssp585_2081,,,,,,,,,,,,,,,
e3sm_1_1_ssp126_2021,,,,,,,,,,,,,,,
e3sm_1_1_ssp245_2021,,,,,,,,,,,,,,,
e3sm_1_1_ssp370_2021,,,,,,,,,,,,,,,
e3sm_1_1_ssp585_2021,,,,,,,,,,,,,,,
e3sm_1_1_ssp126_2041,,,,,,,,,,,,,,,
e3sm_1_1_ssp245_2041,,,,,,,,,,,,,,,
e3sm_1_1_ssp370_2041,,,,,,,,,,,,,,,
e3sm_1_1_ssp585_2041,,,,,,,,,,,,,,,
e3sm_1_1_ssp126_2081,,,,,,,,,,,,,,,
e3sm_1_1_ssp245_2081,,,,,,,,,,,,,,,
e3sm_1_1_ssp370_2081,,,,,,,,,,,,,,,
e3sm_1_1_ssp585_2081,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp126_2021,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp245_2021,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp370_2021,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp585_2021,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp126_2041,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp245_2041,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp370_2041,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp585_2041,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp126_2081,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp245_2081,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp370_2081,,,,,,,,,,,,,,,
e3sm_1_1_eca_ssp585_2081,,,,,,,,,,,,,,,
ec_earth3_ssp126_2021,,,,,,,,,,,,,,,
ec_earth3_ssp245_2021,,,,,,,,,,,,,,,
ec_earth3_ssp370_2021,,,,,,,,,,,,,,,
ec_earth3_ssp585_2021,,,,,,,,,,,,,,,
ec_earth3_ssp126_2041,,,,,,,,,,,,,,,
ec_earth3_ssp245_2041,,,,,,,,,,,,,,,
ec_earth3_ssp370_2041,,,,,,,,,,,,,,,
ec_earth3_ssp585_2041,,,,,,,,,,,,,,,
ec_earth3_ssp126_2081,,,,,,,,,,,,,,,
ec_earth3_ssp245_2081,,,,,,,,,,,,,,,
ec_earth3_ssp370_2081,,,,,,,,,,,,,,,
ec_earth3_ssp585_2081,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp126_2021,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp245_2021,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp370_2021,3.11962890625,4.280495643615723,3.471954345703125,5.41456937789917,3.36151123046875,15.089952945709229,2.730316162109375,-0.8239388465881348,2.914703369140625,0.05135536193847656,1.681614095057915,1.3899629629082755,1.3295880467966148,3.7449338866745396,1.6263721903824635
ec_earth3_aerchem_ssp585_2021,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp126_2041,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp245_2041,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp370_2041,3.346832275390625,11.940836906433105,4.347442626953125,13.453352451324463,3.090423583984375,8.772838115692139,2.915191650390625,14.083278179168701,3.034332275390625,10.938775539398193,5.402290394272113,-1.4328049334082604,5.265808956713336,5.725643318834384,7.986774861825596
ec_earth3_aerchem_ssp585_2041,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp126_2081,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp245_2081,,,,,,,,,,,,,,,
ec_earth3_aerchem_ssp370_2081,6.237823486328125,17.124807834625244,6.9620361328125,17.428207397460938,5.776275634765625,30.0542950630188,6.10748291015625,10.45001745223999,6.105438232421875,13.598620891571045,10.445218813382674,2.4921437043342376,5.122874049571191,15.566497598077556,10.520457347475887
ec_earth3_aerchem_ssp585_2081,,,,,,,,,,,,,,,
ec_earth3_cc_ssp126_2021,,,,,,,,,,,,,,,
ec_earth3_cc_ssp245_2021,1.89215087890625,12.913095951080322,3.03411865234375,7.4384331703186035,1.774627685546875,21.28196954727173,1.15234375,7.013297080993652,1.60748291015625,17.20728874206543,-3.585093713681564,-1.5021841848623874,-4.5706716265795695,1.228003314438153,-3.8720933585146278
ec_earth3_cc_ssp370_2021,,,,,,,,,,,,,,,
ec_earth3_cc_ssp585_2021,1.038299560546875,12.880110740661621,1.451141357421875,0.35310983657836914,0.573944091796875,14.237070083618164,0.82806396484375,14.175629615783691,1.29998779296875,20.42105197906494,-2.157479015620478,0.9780608891292175,0.2909389730162193,-0.4462542248356516,-0.6167883463532142
ec_earth3_cc_ssp126_2041,,,,,,,,,,,,,,,
ec_earth3_cc_ssp245_2041,2.485076904296875,13.563191890716553,3.730682373046875,15.99346399307251,2.124664306640625,15.592265129089355,1.86724853515625,17.67174005508423,2.21783447265625,4.643893241882324,4.400252774966207,-1.1754919817409948,1.524707861582364,5.76350553528302,7.490178916010515
ec_earth3_cc_ssp370_2041,,,,,,,,,,,,,,,
ec_earth3_cc_ssp585_2041,2.374603271484375,11.86448335647583,3.21014404296875,6.356906890869141,2.015533447265625,19.722867012023926,1.91485595703125,13.031160831451416,2.35797119140625,7.904601097106934,3.1408220225952244,4.137161107320719,-2.2376746544225057,7.055950009155798,8.077999610352249
ec_earth3_cc_ssp126_2081,,,,,,,,,,,,,,,
ec_earth3_cc_ssp245_2081,4.072052001953125,19.229280948638916,5.236419677734375,11.25861406326294,4.047637939453125,28.50879430770874,3.139373779296875,19.388151168823242,3.86474609375,17.274785041809082,2.5414744776704357,2.065389687438701,0.8072158795302542,3.323487722040963,5.190003159600787
ec_earth3_cc_ssp370_2081,,,,,,,,,,,,,,,
ec_earth3_cc_ssp585_2081,6.34088134765625,20.10256052017212,7.897125244140625,27.019333839416504,5.29803466796875,39.62336778640747,5.636199951171875,13.930189609527588,6.532196044921875,4.442703723907471,6.1934330208107236,5.669105783527484,1.4570626000479425,14.673971590122958,12.88599805684958
ec_earth3_veg_ssp126_2021,,,,,,,,,,,,,,,
ec_earth3_veg_ssp245_2021,,,,,,,,,,,,,,,
ec_earth3_veg_ssp370_2021,,,,,,,,,,,,,,,
ec_earth3_veg_ssp585_2021,,,,,,,,,,,,,,,
ec_earth3_veg_ssp126_2041,,,,,,,,,,,,,,,
ec_earth3_veg_ssp245_2041,,,,,,,,,,,,,,,
ec_earth3_veg_ssp370_2041,,,,,,,,,,,,,,,
ec_earth3_veg_ssp585_2041,,,,,,,,,,,,,,,
ec_earth3_veg_ssp126_2081,,,,,,,,,,,,,,,
ec_earth3_veg_ssp245_2081,,,,,,,,,,,,,,,
ec_earth3_veg_ssp370_2081,,,,,,,,,,,,,,,
ec_earth3_veg_ssp585_2081,,,,,,,,,,,,,,,
ec_earth3_veg_lr_ssp126_2021,,,,,,,,,,,9.257265712807694,8.757760161133321,-3.4615469297533896,0.9676682225886468,1.0982913870108524
ec_earth3_veg_lr_ssp245_2021,,,,,,,,,,,8.341173843381045,6.916390090047964,-3.9968825218135495,-5.193278390030498,-0.11290557623674369
ec_earth3_veg_lr_ssp370_2021,,,,,,,,,,,5.934759481491292,4.784108128291331,-2.2179123842832604,-3.2633124945455005,-0.30393699435172783
ec_earth3_veg_lr_ssp585_2021,,,,,,,,,,,2.7861104496994082,4.245123870792655,-4.574399018693642,-1.7018431476741647,-1.4235770212003285
ec_earth3_veg_lr_ssp126_2041,,,,,,,,,,,7.704866866679083,3.0513279263763904,1.5176053633268127,1.7040546325215677,4.010439805562771
ec_earth3_veg_lr_ssp245_2041,,,,,,,,,,,9.070349200016237,6.630846161925263,-3.3476941782703773,2.6625325613395256,-1.5339272591792352
ec_earth3_veg_lr_ssp370_2041,,,,,,,,,,,8.424365807838562,4.904143868313571,-1.0287762042425097,-1.616158783714805,-3.3004610876613882
ec_earth3_veg_lr_ssp585_2041,,,,,,,,,,,9.977811116378366,1.2760509323390012,-1.5492118943934652,-2.3349759642014467,5.62829639615432
ec_earth3_veg_lr_ssp126_2081,,,,,,,,,,,2.1793312934327513,3.1766107618607986,1.5186448002874497,-2.719105507482167,-2.397493578426102
ec_earth3_veg_lr_ssp245_2081,,,,,,,,,,,12.510685859275394,2.0267455517521515,-1.4040127614825426,-4.062757093209369,4.295714093103209
ec_earth3_veg_lr_ssp370_2081,,,,,,,,,,,14.389368273862635,7.369979848907926,8.393424007211259,3.559776092240763,7.778637772493613
ec_earth3_veg_lr_ssp585_2081,,,,,,,,,,,13.797278805114633,10.22818089326285,-0.6259368972079571,9.227037147955253,14.542167459967438
fgoals_f3_l_ssp126_2021,,,,,,,,,,,,,,,
fgoals_f3_l_ssp245_2021,,,,,,,,,,,,,,,
fgoals_f3_l_ssp370_2021,,,,,,,,,,,,,,,
fgoals_f3_l_ssp585_2021,,,,,,,,,,,,,,,
fgoals_f3_l_ssp126_2041,,,,,,,,,,,,,,,
fgoals_f3_l_ssp245_2041,,,,,,,,,,,,,,,
fgoals_f3_l_ssp370_2041,,,,,,,,,,,,,,,
fgoals_f3_l_ssp585_2041,,,,,,,,,,,,,,,
fgoals_f3_l_ssp126_2081,,,,,,,,,,,,,,,
fgoals_f3_l_ssp245_2081,,,,,,,,,,,,,,,
fgoals_f3_l_ssp370_2081,,,,,,,,,,,,,,,
fgoals_f3_l_ssp585_2081,,,,,,,,,,,,,,,
fgoals_g3_ssp126_2021,1.671661376953125,7.400047779083252,1.942626953125,7.395327091217041,2.0797119140625,6.341826915740967,1.036407470703125,4.448294639587402,1.6279296875,9.958553314208984,-6.045816339844556,-2.1491515841159825,-12.720768370445034,-5.289394258507896,3.859934951975452
fgoals_g3_ssp245_2021,1.632232666015625,6.881904602050781,2.511016845703125,4.2130351066589355,1.530792236328125,7.069158554077148,1.0797119140625,14.031219482421875,1.4075927734375,5.2466511726379395,-1.4027897087016905,-4.999422789674757,-6.202269779614388,-5.1105005235083105,2.7325002754097216
fgoals_g3_ssp370_2021,1.5240478515625,8.576703071594238,2.048553466796875,8.322560787200928,2.047882080078125,-2.3535609245300293,0.914825439453125,13.526523113250732,1.08477783203125,14.740920066833496,-2.273020585172836,2.514673073931206,-0.7461488467679578,-3.3802785732015783,-11.479630886295233
fgoals_g3_ssp585_2021,1.96539306640625,7.679557800292969,2.962432861328125,4.715991020202637,2.064300537109375,13.636910915374756,1.433746337890625,1.6526103019714355,1.400970458984375,9.315431118011475,2.388354318100161,0.8176692769022775,-3.0894298535464992,-0.7032507723852666,-3.97702357013624
fgoals_g3_ssp126_2041,1.48309326171875,8.436203002929688,1.2913818359375,9.69836711883545,2.22259521484375,11.280930042266846,0.711151123046875,2.77254581451416,1.707244873046875,8.173954486846924,-0.24523216584876328,-1.5067830619204137,-0.3507546250673621,1.3907305148624038,-1.4915105376942517
fgoals_g3_ssp245_2041,2.502288818359375,12.367308139801025,3.347503662109375,12.544238567352295,2.995147705078125,10.319375991821289,1.512115478515625,5.477118492126465,2.154449462890625,17.814552783966064,-2.8114835664183713,-0.5158173600994465,0.5571728863226211,-3.0099887512036294,-2.3777338047895613
fgoals_g3_ssp370_2041,2.605804443359375,11.502957344055176,2.254547119140625,10.339105129241943,3.234161376953125,13.420987129211426,2.34552001953125,4.109680652618408,2.588897705078125,15.386414527893066,-1.0785450542721842,1.701935728950299,-5.289140113522528,0.6167293064831769,-1.25548820844259
fgoals_g3_ssp585_2041,2.791839599609375,13.041770458221436,4.00958251953125,11.398851871490479,3.121063232421875,16.985201835632324,1.862762451171875,20.5328106880188,2.174072265625,7.178747653961182,1.648456986109026,-1.506606429884172,-0.3547191473563527,-3.013894992318644,10.047161046384723
fgoals_g3_ssp126_2081,2.125640869140625,11.127233505249023,2.6904296875,15.426290035247803,2.486480712890625,9.158480167388916,1.294677734375,3.228640556335449,2.031097412109375,13.009846210479736,-1.608697348612853,-4.436857309598452,-2.6486123990925314,2.4189428894669796,-2.235083229982049
fgoals_g3_ssp245_2081,2.92864990234375,10.621953010559082,3.50054931640625,20.34226655960083,2.908966064453125,5.483758449554443,2.344818115234375,9.58324670791626,2.9603271484375,5.715978145599365,-4.566965342823837,-9.228038740850264,-0.47038536327237424,-1.6657349225875584,-2.479104430682366
fgoals_g3_ssp370_2081,3.82330322265625,19.78694200515747,5.1268310546875,25.359344482421875,3.30743408203125,15.3550386428833,2.5155029296875,11.796438694000244,4.343536376953125,22.437798976898193,-4.190186662653684,-0.7352438256853056,-1.940267722583,-1.7319440824291377,-1.42487691813602
fgoals_g3_ssp585_2081,4.9737548828125,21.37138843536377,6.981170654296875,26.896238327026367,4.4986572265625,14.701282978057861,3.525726318359375,12.40377426147461,4.889678955078125,26.42970085144043,-2.2136617615020615,-1.7778197471142398,-0.5224746956093096,-1.4626552655323755,2.9556325508932613
fio_esm_2_0_ssp126_2021,,,,,,,,,,,,,,,
fio_esm_2_0_ssp245_2021,,,,,,,,,,,,,,,
fio_esm_2_0_ssp370_2021,,,,,,,,,,,,,,,
fio_esm_2_0_ssp585_2021,,,,,,,,,,,,,,,
fio_esm_2_0_ssp126_2041,,,,,,,,,,,,,,,
fio_esm_2_0_ssp245_2041,,,,,,,,,,,,,,,
fio_esm_2_0_ssp370_2041,,,,,,,,,,,,,,,
fio_esm_2_0_ssp585_2041,,,,,,,,,,,,,,,
fio_esm_2_0_ssp126_2081,,,,,,,,,,,,,,,
fio_esm_2_0_ssp245_2081,,,,,,,,,,,,,,,
fio_esm_2_0_ssp370_2081,,,,,,,,,,,,,,,
fio_esm_2_0_ssp585_2081,,,,,,,,,,,,,,,
gfdl_esm4_ssp126_2021,1.67132568359375,11.268532276153564,2.319244384765625,9.87321138381958,1.69927978515625,12.795555591583252,1.264678955078125,7.0224761962890625,1.402191162109375,15.969324111938477,2.450066054500999,-5.215348519893048,-5.5571823401558085,1.1995050781435923,-2.806798003722477
gfdl_esm4_ssp245_2021,1.978485107421875,7.409822940826416,1.759185791015625,11.695003509521484,2.159423828125,14.202260971069336,1.876953125,-1.0861873626708984,2.118438720703125,8.541333675384521,1.942980088192181,0.6751018706539602,-0.1431647460350738,0.007638857681402378,0.13338492236583122
gfdl_esm4_ssp370_2021,1.536834716796875,9.426045417785645,1.82818603515625,12.387073040008545,1.547149658203125,18.775999546051025,1.290130615234375,-1.9662320613861084,1.48193359375,12.86243200302124,4.811804247969675,-5.780349183399336,-0.1106398418366239,1.3948058319420475,1.1531932156029878
gfdl_esm4_ssp585_2021,1.2620849609375,8.49764347076416,1.149688720703125,3.113722801208496,1.4351806640625,13.014078140258789,1.16912841796875,7.042217254638672,1.29449462890625,10.705173015594482,7.683005035715573,5.995110254514424,-2.4413618189502717,3.518018851417115,-0.7326262419466101
